,Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung
1056,63,63391,0.0,43,K0814,105484.64,Berlin
1057,65,77918,1.0,62,K0137,104728.1,Nordrhein-Westfalen
1058,35,53464,1.0,41,K0055,82821.95,Bayern
1059,65,58549,1.0,38,K0812,97388.62,Baden-Württemberg
1060,34,55070,0.0,46,K0717,67139.29,Berlin
1061,60,70296,1.0,46,K0526,94507.15,Niedersachsen
1062,50,70355,0.0,50,K1063,104977.17,Niedersachsen
1063,51,75335,0.0,50,K0324,110590.22,Sachsen
1064,47,48751,1.0,43,K0632,79984.29,Berlin
1065,37,48957,0.0,36,K0004,76412.36,Bayern
1066,33,35813,1.0,31,K0431,54223.32,Bayern
1067,70,90763,1.0,74,K0505,149827.25,Sachsen
1068,36,59150,0.0,46,K1072,63818.75,Thüringen
1069,30,51957,1.0,37,K0689,86152.97,Bayern
1070,66,67768,1.0,54,K1014,125157.59,Sachsen
1071,58,65162,1.0,56,K0261,106934.76,Bayern
1072,51,54077,1.0,48,K0200,77842.13,Berlin
1073,55,68245,0.0,52,K0059,112358.24,Baden-Württemberg
1074,60,68926,1.0,39,K0064,91715.99,Bayern
1075,67,87538,1.0,53,K0702,120582.75,Berlin
1076,44,57008,0.0,43,K0714,77339.83,Thüringen
1077,68,62116,0.0,44,K0366,98786.45,Hamburg
1078,63,85695,1.0,61,K0101,114451.46,Brandenburg
1079,61,65117,0.0,49,K0169,102799.87,Bayern
1080,69,63958,1.0,42,K0540,106491.22,Nordrhein-Westfalen
1081,51,64228,0.0,46,K0356,85280.73,Bayern
1082,53,68587,0.0,61,K0248,94955.06,Hamburg
1083,49,66068,1.0,51,K0569,93925.34,Berlin
1084,61,74008,1.0,62,K1074,110730.9,Hessen
1085,61,91903,0.0,60,K0389,111764.41,Sachsen
1086,40,45828,1.0,46,K1024,93946.55,Niedersachsen
1087,59,78591,1.0,66,K1080,121131.95,Nordrhein-Westfalen
1088,49,74627,1.0,65,K0887,102198.45,Bayern
1089,64,86943,1.0,68,K0480,126122.42,Thüringen
1090,31,22137,1.0,20,K1046,38697.44,Nordrhein-Westfalen
1091,43,70304,1.0,52,K0067,83886.2,Thüringen
1092,37,31911,0.0,34,K0615,49510.98,Hessen
1093,52,49657,1.0,46,K0068,89589.3,Nordrhein-Westfalen
1094,45,57880,0.0,44,K0245,98898.93,Nordrhein-Westfalen
1095,69,89082,1.0,66,K0013,124730.66,Nordrhein-Westfalen
1096,52,59767,1.0,52,K0355,90442.28,Berlin
1097,34,51868,1.0,33,K0757,87676.29,Baden-Württemberg
1098,55,62186,0.0,38,K0463,90301.78,Niedersachsen
1099,33,45811,1.0,40,K0297,64066.66,Berlin
1100,59,66293,0.0,44,K0637,91936.18,Baden-Württemberg
1101,51,65955,0.0,44,K0753,122657.88,Bayern
1102,30,18515,1.0,30,K0185,41027.79,Bayern
1103,49,55986,1.0,37,K0343,71207.17,Bayern
1104,61,72725,1.0,42,K0582,109982.32,Baden-Württemberg
1105,34,60319,0.0,51,K0238,77978.88,Niedersachsen
1106,47,55536,0.0,37,K0483,76897.16,Bayern
1107,62,76222,1.0,56,K1058,107580.68,Hessen
1108,53,50089,1.0,39,K0322,90472.38,Bayern
1109,33,38675,1.0,13,K0983,56493.4,Baden-Württemberg
1110,33,35064,1.0,39,K0925,48350.07,Berlin
1111,30,42861,1.0,42,K0772,74561.85,Baden-Württemberg
1112,54,57917,1.0,47,K1007,94386.02,Niedersachsen
1113,64,78797,1.0,65,K0257,109839.35,Bayern
1114,59,59443,0.0,46,K0291,99016.21,Baden-Württemberg
1115,57,56668,0.0,37,K0293,95820.3,Brandenburg
1116,44,48195,1.0,29,K0003,85705.57,Hessen
1117,48,44481,1.0,30,K0007,63604.43,Nordrhein-Westfalen
1118,40,50097,0.0,38,K0902,73036.86,Hamburg
1119,69,74462,1.0,36,K0391,110415.92,Berlin
1120,69,88545,1.0,58,K1085,130019.9,Bayern
1121,60,89512,1.0,59,K0319,145466.52,Nordrhein-Westfalen
1122,31,37149,1.0,29,K0886,65317.0,Hamburg
1123,66,77961,0.0,40,K0963,121393.97,Niedersachsen
1124,31,56282,0.0,43,K0883,81611.9,Thüringen
1125,61,72965,0.0,52,K0216,117298.71,Bayern
1126,45,82896,1.0,53,K0266,116749.66,Thüringen
1127,38,44329,0.0,29,K0534,48028.91,Hessen
1128,65,80375,1.0,64,K0874,121858.27,Niedersachsen
1129,30,55132,0.0,55,K0597,74760.4,Nordrhein-Westfalen
1130,41,53816,1.0,34,K0446,68749.31,Baden-Württemberg
1131,61,82624,1.0,59,K1100,134755.8,Berlin
1132,55,75863,1.0,60,K0763,96369.11,Hessen
1133,46,67111,1.0,55,K0658,93112.35,Hessen
1134,57,78848,1.0,59,K0300,122846.97,Sachsen
1135,68,66119,0.0,59,K0799,107741.21,Brandenburg
1136,57,73224,1.0,49,K0617,94361.83,Berlin
1137,35,20317,0.0,24,K0368,60372.24,Hessen
1138,44,42754,0.0,35,K0894,69418.9,Berlin
1139,43,33444,1.0,36,K0347,63707.22,Nordrhein-Westfalen
1140,30,47328,0.0,45,K0429,72459.7,Nordrhein-Westfalen
1141,63,88113,1.0,72,K0705,123910.94,Baden-Württemberg
1142,54,53037,1.0,44,K0026,88479.15,Nordrhein-Westfalen
1143,60,94859,1.0,61,K0425,138156.74,Hessen
1144,60,66507,1.0,41,K0975,103384.25,Niedersachsen
1145,65,45863,0.0,47,K1011,88037.39,Brandenburg
1146,37,28037,0.0,24,K0980,37558.95,Brandenburg
1147,69,89976,1.0,71,K0107,129284.1,Bayern
1148,33,69142,1.0,52,K0056,107174.44,Hessen
1149,66,86491,1.0,59,K0381,127825.69,Nordrhein-Westfalen
1150,48,66286,1.0,38,K0214,88275.44,Niedersachsen
1151,56,67292,1.0,54,K0121,90615.29,Bayern
1152,52,43463,1.0,26,K0881,57784.07,Brandenburg
1153,36,57337,0.0,53,K0553,95615.03,Berlin
1154,53,54940,1.0,45,K0073,82628.47,Berlin
1155,42,44277,1.0,39,K0629,67064.45,Nordrhein-Westfalen
1156,31,38149,1.0,43,K0353,46875.9,Nordrhein-Westfalen
1157,38,57891,1.0,38,K0508,73104.4,Bayern
1158,44,56488,1.0,39,K0850,99913.03,Bayern
1159,57,66341,0.0,38,K0627,85104.71,Nordrhein-Westfalen
1160,62,79285,1.0,49,K0443,121004.55,Nordrhein-Westfalen
1161,53,62592,1.0,48,K0307,93932.46,Baden-Württemberg
1162,63,60374,1.0,38,K0352,92221.35,Baden-Württemberg
1163,44,63671,0.0,48,K0775,102706.73,Nordrhein-Westfalen
1164,68,69381,1.0,45,K0524,102303.37,Berlin
1165,66,74011,1.0,56,K0696,116589.56,Baden-Württemberg
1166,51,63650,1.0,54,K1069,95477.5,Baden-Württemberg
1167,62,73034,1.0,38,K0579,104459.86,Thüringen
1168,60,51150,1.0,38,K0309,94420.15,Baden-Württemberg
1169,38,45935,0.0,49,K0478,76303.93,Brandenburg
1170,39,45873,1.0,47,K0061,75731.69,Hessen
1171,37,38116,0.0,29,K0606,77480.16,Nordrhein-Westfalen
1172,34,52606,1.0,42,K0093,83864.29,Bayern
1173,33,35069,0.0,29,K0719,43110.27,Berlin
1174,43,56948,1.0,35,K0923,67634.12,Berlin
1175,31,30362,0.0,31,K0783,34904.28,Niedersachsen
1176,51,68806,0.0,61,K0281,98128.97,Sachsen
1177,62,86770,1.0,63,K0825,112809.13,Berlin
1178,63,83693,1.0,70,K0424,119357.7,Bayern
1179,37,56641,0.0,50,K0345,59783.06,Bayern
1180,61,60160,1.0,53,K0183,100767.22,Baden-Württemberg
1181,34,46577,1.0,30,K0544,71156.2,Hessen
1182,60,62903,1.0,47,K0838,125573.59,Brandenburg
1183,30,34125,1.0,30,K0111,46414.4,Nordrhein-Westfalen
1184,43,50963,0.0,34,K0405,76275.31,Thüringen
1185,32,38008,1.0,17,K0598,59823.29,Berlin
1186,41,53363,1.0,38,K0533,75926.68,Brandenburg
1187,53,47966,1.0,39,K0486,73902.32,Nordrhein-Westfalen
1188,32,45461,1.0,36,K0742,69182.41,Niedersachsen
1189,47,55494,0.0,38,K0928,83850.57,Baden-Württemberg
1190,47,55524,0.0,41,K0262,67983.37,Bayern
1191,70,67872,0.0,44,K0495,114545.55,Baden-Württemberg
1192,30,54381,1.0,42,K0550,83223.78,Thüringen
1193,63,66597,0.0,40,K0727,83837.24,Baden-Württemberg
1194,55,60489,1.0,47,K1003,105741.8,Bayern
1195,42,53324,1.0,38,K0138,79456.84,Baden-Württemberg
1196,60,60911,0.0,52,K0596,97769.6,Baden-Württemberg
1197,62,74323,1.0,46,K0363,103270.9,Berlin
1198,67,73888,1.0,51,K0896,111202.84,Baden-Württemberg
1199,64,72974,1.0,36,K0653,106325.73,Thüringen
1200,39,39225,1.0,29,K0667,83313.68,Niedersachsen
1201,50,57036,1.0,40,K0671,95823.72,Hessen
1202,44,52043,1.0,42,K0030,72895.13,Sachsen
1203,53,49798,1,39,K0166,61329.51,Nordrhein-Westfalen
1204,62,96569,0.0,80,K0249,140745.65,Bayern
1205,58,59308,0.0,50,K0308,73667.3,Hamburg
1206,43,50456,1.0,34,K0785,88108.0,Bayern
1207,48,61627,1.0,53,K0669,82405.97,Nordrhein-Westfalen
1208,64,63436,0.0,45,K0337,95562.13,Baden-Württemberg
1209,30,55391,0.0,39,K0868,61951.79,Brandenburg
1210,38,54535,1.0,49,K0765,79772.26,Nordrhein-Westfalen
1211,58,49680,0.0,43,K0452,77792.44,Sachsen
1212,41,39800,1.0,45,K0410,79421.65,Niedersachsen
1213,42,41390,1.0,34,K0675,58786.52,Hamburg
1214,50,69342,0.0,42,K0583,115292.51,Niedersachsen
1215,37,66398,1.0,46,K0066,101131.52,Nordrhein-Westfalen
1216,42,59171,1.0,52,K0491,85183.22,Baden-Württemberg
1217,41,42509,0.0,37,K0984,61738.05,Baden-Württemberg
1218,34,24811,1.0,12,K0395,57541.73,Hamburg
1219,69,76932,1.0,48,K0255,133380.54,Bayern
1220,51,48813,0.0,28,K0800,52577.91,Sachsen
1221,61,49390,0.0,33,K0313,85180.08,Thüringen
1222,30,50998,1.0,38,K0888,95539.65,Baden-Württemberg
1223,47,55841,1.0,60,K0222,70169.26,Baden-Württemberg
1224,30,24933,0.0,26,K0236,40285.18,Hamburg
1225,57,58882,1.0,48,K0436,80802.02,Berlin
1226,41,49499,1.0,34,K0602,77389.91,Hamburg
1227,66,82969,0.0,62,K0306,138621.96,Hessen
1228,53,44034,1.0,40,K0479,69020.15,Hamburg
1229,62,65422,1.0,48,K0650,113261.61,Bayern
1230,56,84320,1.0,62,K1049,104544.82,Baden-Württemberg
1231,53,63121,0.0,49,K0250,82460.27,Nordrhein-Westfalen
1232,39,40699,1.0,34,K1038,66612.75,Niedersachsen
1233,45,45230,0.0,32,K0584,91201.91,Nordrhein-Westfalen
1234,47,56068,1.0,52,K0072,88529.55,Hamburg
1235,70,94606,1.0,58,K0095,139830.32,Berlin
1236,50,47571,0.0,39,K0034,83365.24,Baden-Württemberg
1237,39,54801,0.0,42,K0722,84900.44,Baden-Württemberg
1238,54,55785,1.0,38,K0260,90085.01,Berlin
1239,35,32553,0.0,19,K0205,66814.09,Nordrhein-Westfalen
1240,55,65084,1.0,38,K0778,104045.73,Baden-Württemberg
1241,52,61228,0.0,55,K0694,81411.98,Nordrhein-Westfalen
1242,59,78492,1.0,56,K0768,122336.16,Berlin
1243,44,46659,1.0,36,K0078,87048.58,Bayern
1244,37,48042,1.0,36,K0085,54313.59,Nordrhein-Westfalen
1245,36,60066,1.0,36,K1064,78126.13,Baden-Württemberg
1246,53,58050,1.0,37,K0083,78625.3,Niedersachsen
1247,35,48079,0.0,39,K0828,65670.65,Niedersachsen
1248,34,29899,0.0,24,K0527,45878.08,Bayern
1249,61,56063,1.0,44,K0679,98148.54,Berlin
1250,48,34459,1.0,43,K0922,44237.57,Hessen
1251,45,47515,0.0,40,K0434,66554.21,Niedersachsen
1252,61,68022,1.0,67,K0428,77134.04,Nordrhein-Westfalen
1253,46,54548,1.0,58,K0536,100672.01,Nordrhein-Westfalen
1254,57,65801,0.0,41,K0351,110519.86,Niedersachsen
1255,36,36269,0.0,37,K0951,49092.44,Nordrhein-Westfalen
1256,68,93315,1.0,69,K0006,141822.38,Baden-Württemberg
1257,62,100769,0.0,71,K0311,125018.41,Niedersachsen
1258,37,55129,1.0,53,K0549,73887.77,Nordrhein-Westfalen
1259,66,62843,1.0,53,K0105,113812.63,Berlin
1260,38,47861,0.0,37,K0098,66834.88,Hessen
1261,45,46099,0.0,41,K0605,84552.86,Sachsen
1262,55,64604,0.0,38,K0869,69621.64,Berlin
1263,62,81002,1.0,54,K0315,115409.9,Bayern
1264,45,46082,0.0,34,K0514,78379.94,Hamburg
1265,58,75531,1.0,50,K1059,94646.93,Niedersachsen
1266,43,37376,1.0,42,K0063,63383.29,Hessen
1267,51,57821,1.0,43,K0282,93565.3,Nordrhein-Westfalen
1268,46,44038,1.0,34,K0723,72625.61,Hessen
1269,70,84497,1.0,69,K0267,116193.41,Baden-Württemberg
1270,56,55688,0.0,49,K0561,94116.03,Nordrhein-Westfalen
1271,66,65063,1.0,56,K0239,106463.24,Nordrhein-Westfalen
1272,34,53286,1.0,40,K0430,57023.34,Bayern
1273,57,42006,0.0,32,K0146,50508.57,Hessen
1274,52,58873,1.0,39,K1031,80225.35,Bayern
1275,63,73099,1.0,51,K0651,118236.17,Bayern
1276,38,33873,0.0,28,K0623,56924.35,Bayern
1277,43,43130,0.0,35,K0119,61803.14,Hessen
1278,33,43936,1.0,45,K0676,78850.36,Berlin
1279,34,39614,1.0,26,K0515,56174.25,Hessen
1280,40,46710,0.0,38,K0251,77768.25,Berlin
1281,30,45508,1.0,38,K1073,64916.89,Bayern
1282,37,38717,0.0,34,K0286,56575.12,Bayern
1283,66,98881,1.0,64,K0546,131352.24,Sachsen
1284,40,43750,1.0,28,K0010,67687.0,Berlin
1285,52,67475,1.0,37,K0458,93897.2,Niedersachsen
1286,34,43470,1.0,41,K0197,70250.0,Nordrhein-Westfalen
1287,40,39921,1.0,45,K0731,65687.09,Nordrhein-Westfalen
1288,64,90952,0.0,61,K0371,116583.47,Nordrhein-Westfalen
1289,38,46715,1.0,50,K0082,101650.7,Baden-Württemberg
1290,54,75271,1.0,60,K0390,122250.09,Brandenburg
1291,52,63079,1.0,46,K0529,100733.46,Hessen
1292,48,63876,1.0,51,K0590,90833.08,Bayern
1293,48,54835,1.0,52,K1086,73324.94,Brandenburg
1294,49,69396,0.0,52,K0993,86666.48,Berlin
1295,61,79130,1.0,49,K0240,106664.4,Thüringen
1296,50,32462,1.0,30,K0414,65554.28,Brandenburg
1297,55,54760,0.0,45,K0212,86038.6,Bayern
1298,34,24264,1.0,19,K0859,22580.44,Berlin
1299,68,59104,0.0,52,K0701,87209.72,Nordrhein-Westfalen
1300,42,52370,0.0,48,K0576,74270.35,Bayern
1301,52,90021,1.0,64,K0228,124563.89,Thüringen
1302,58,80881,1.0,33,K1019,102290.11,Baden-Württemberg
1303,56,68794,1.0,57,K0621,108744.79,Sachsen
1304,52,53837,1.0,22,K0487,64750.35,Hamburg
1305,35,48208,1.0,50,K0948,78096.44,Nordrhein-Westfalen
1306,31,45328,0.0,39,K0178,68156.01,Hessen
1307,70,82041,1.0,44,K1067,106587.98,Baden-Württemberg
1308,42,34792,1.0,27,K0539,71876.74,Niedersachsen
1309,58,73853,1.0,50,K0136,97928.13,Baden-Württemberg
1310,64,81163,0.0,60,K0589,124639.62,Nordrhein-Westfalen
1311,69,79059,0.0,53,K0450,115211.31,Niedersachsen
1312,39,39831,1.0,41,K0808,56301.97,Nordrhein-Westfalen
1313,39,37905,1.0,32,K1101,61717.86,Hessen
1314,52,60315,1.0,40,K0008,106359.99,Berlin
1315,61,64831,0.0,35,K0437,113585.7,Hessen
1316,42,63657,1.0,40,K0156,84814.32,Hessen
1317,44,14547,1.0,29,K0708,28960.3,Nordrhein-Westfalen
1318,51,55866,0.0,35,K0358,84704.04,Baden-Württemberg
1319,55,56358,0.0,49,K0645,105656.62,Hamburg
1320,30,49623,1.0,42,K0224,65451.53,Nordrhein-Westfalen
1321,46,67067,1.0,45,K0330,88579.71,Thüringen
1322,43,49162,0.0,43,K0594,84864.12,Thüringen
1323,31,33788,0.0,28,K0543,67174.26,Nordrhein-Westfalen
1324,69,87922,0.0,54,K0929,120453.26,Niedersachsen
1325,33,51920,0.0,38,K0555,54310.26,Baden-Württemberg
1326,37,45690,1.0,34,K0683,64971.82,Baden-Württemberg
1327,61,64150,0.0,47,K0747,91908.79,Niedersachsen
1328,31,19138,0.0,37,K0845,21471.65,Sachsen
1329,55,79452,1.0,49,K0990,117307.67,Bayern
1330,50,42001,1.0,29,K0697,69941.72,Bayern
1331,49,63355,1.0,45,K1066,111931.58,Berlin
1332,67,73998,1.0,55,K0704,111198.78,Berlin
1333,60,61297,1.0,39,K0558,89077.09,Baden-Württemberg
1334,69,75241,1.0,44,K0932,128050.39,Nordrhein-Westfalen
1335,56,79198,1.0,54,K1051,85437.96,Nordrhein-Westfalen
1336,41,53509,0.0,37,K0441,90805.35,Bayern
1337,46,64863,0.0,45,K1052,101644.17,Nordrhein-Westfalen
1338,57,76586,1.0,45,K0847,104976.08,Hamburg
1339,55,68214,0.0,47,K0801,75900.15,Niedersachsen
1340,66,67497,1.0,55,K0164,117195.91,Nordrhein-Westfalen
1341,60,49925,0.0,39,K0229,84170.57,Bayern
1342,36,48447,1.0,45,K0786,90879.99,Brandenburg
1343,40,46664,1.0,36,K0873,59309.97,Hessen
1344,32,43819,1.0,47,K0213,57548.45,Sachsen
1345,66,88070,1.0,53,K0915,129089.55,Bayern
1346,54,54712,1.0,35,K0080,92084.38,Hessen
1347,40,53774,1.0,37,K0149,90227.44,Bayern
1348,35,44671,1.0,34,K0303,58157.49,Baden-Württemberg
1349,63,47767,0.0,53,K0761,81512.67,Hamburg
1350,39,46774,1.0,40,K0995,93641.06,Nordrhein-Westfalen
1351,33,52554,0.0,34,K0738,60796.8,Niedersachsen
1352,58,63385,0.0,41,K0718,93077.19,Baden-Württemberg
1353,49,63769,1.0,41,K0044,88665.28,Sachsen
1354,39,36057,1.0,32,K0969,73098.28,Nordrhein-Westfalen
1355,68,80664,0.0,63,K0134,122681.63,Baden-Württemberg
1356,66,62298,1.0,53,K0666,88092.7,Thüringen
1357,58,48730,1.0,34,K0746,87338.42,Baden-Württemberg
1358,52,60428,0.0,43,K0600,102443.11,Berlin
1359,50,53438,1.0,50,K0312,81140.06,Brandenburg
1360,34,25640,0.0,27,K0409,59338.04,Hamburg
1361,52,59873,1.0,39,K1077,76854.89,Niedersachsen
1362,34,47144,1.0,50,K0970,76527.76,Bayern
1363,69,62333,0.0,32,K0678,123546.58,Berlin
1364,54,64833,1.0,54,K0940,93686.46,Bayern
1365,58,68532,0.0,51,K0979,86666.09,Hamburg
1366,39,35523,1.0,36,K0971,54246.76,Baden-Württemberg
1367,68,89437,1.0,62,K0001,114481.9,Sachsen
1368,65,73513,1.0,43,K0423,119578.06,Baden-Württemberg
1369,44,51181,1.0,33,K0361,83060.06,Niedersachsen
1370,52,59011,1.0,45,K0383,88150.0,Berlin
1371,47,60557,0.0,49,K0317,96808.99,Nordrhein-Westfalen
1372,54,43811,1.0,45,K0926,77794.39,Nordrhein-Westfalen
1373,39,45332,0.0,24,K0476,77782.69,Baden-Württemberg
1374,49,56231,0.0,33,K0846,67307.08,Nordrhein-Westfalen
1375,62,67502,1.0,43,K0965,104564.5,Sachsen
1376,58,64297,1.0,56,K0530,110338.33,Bayern
1377,31,31976,1.0,33,K0635,45789.83,Nordrhein-Westfalen
1378,46,46549,0.0,43,K1065,62984.61,Berlin
1379,51,56496,1.0,49,K0141,78599.02,Niedersachsen
1380,68,57238,1.0,54,K0173,84306.46,Berlin
1381,39,28981,1.0,28,K0451,67912.67,Berlin
1382,42,49536,0.0,39,K0126,62506.44,Bayern
1383,56,61743,1.0,41,K0542,100812.37,Berlin
1384,39,31451,1.0,27,K0562,41728.39,Sachsen
1385,34,41276,1.0,33,K0661,53961.89,Sachsen
1386,47,48752,0.0,38,K1048,78207.23,Bayern
1387,64,63338,1.0,39,K0091,92846.99,Bayern
1388,57,68664,0.0,58,K1070,118552.48,Niedersachsen
1389,66,83118,0.0,67,K0182,113976.31,Sachsen
1390,37,54403,0.0,47,K0364,53690.36,Brandenburg
1391,48,58620,1.0,52,K0559,95311.77,Hessen
1392,37,44398,0.0,39,K0275,57851.21,Brandenburg
1393,53,47554,1.0,37,K0835,85424.37,Niedersachsen
1394,37,42600,0.0,25,K0252,65540.55,Nordrhein-Westfalen
1395,50,59505,0.0,37,K0070,78150.23,Sachsen
1396,62,47766,1.0,47,K0292,91150.03,Sachsen
1397,66,73170,0.0,54,K0132,109500.77,Baden-Württemberg
1398,59,81225,1.0,57,K0301,111772.36,Nordrhein-Westfalen
1399,42,47660,0.0,46,K0567,69281.41,Baden-Württemberg
1400,56,45484,1.0,35,K0327,68018.6,Bayern
1401,40,33908,1.0,45,K0848,69238.65,Bayern
1402,57,65311,1.0,47,K0145,87351.94,Nordrhein-Westfalen
1403,51,59485,0.0,49,K0500,96388.95,Nordrhein-Westfalen
1404,41,50613,1.0,35,K0905,81875.89,Bayern
1405,30,47053,1.0,39,K1095,85990.12,Bayern
1406,59,69178,1.0,48,K0496,80282.57,Brandenburg
1407,53,62497,1.0,47,K0339,95797.57,Bayern
1408,42,58398,1.0,38,K0804,86430.54,Bayern
1409,62,84681,0.0,50,K0165,115423.31,Hamburg
1410,45,47574,1.0,33,K0029,87328.47,Nordrhein-Westfalen
1411,41,46486,1.0,40,K0517,79483.05,Baden-Württemberg
1412,46,58938,1.0,57,K0194,78516.69,Nordrhein-Westfalen
1413,46,37812,1.0,39,K0693,67614.67,Nordrhein-Westfalen
1414,53,70392,1.0,59,K0170,89785.65,Bayern
1415,45,45742,0.0,39,K0599,83874.88,Thüringen
1416,31,39454,1.0,39,K0174,65981.74,Bayern
1417,50,57994,1.0,49,K0519,93543.59,Baden-Württemberg
1418,67,79290,1.0,46,K0853,122565.05,Thüringen
1419,47,45296,0.0,40,K0592,69529.36,Sachsen
1420,52,66942,0.0,50,K0492,90579.78,Niedersachsen
1421,55,63491,1.0,39,K0074,115135.5,Berlin
1422,66,65032,1.0,53,K0920,96232.71,Nordrhein-Westfalen
1423,31,60920,0.0,49,K0235,92362.74,Bayern
1424,49,67407,1.0,49,K0215,96728.92,Nordrhein-Westfalen
1425,54,60464,0.0,55,K0793,79245.06,Baden-Württemberg
1426,52,80319,0.0,51,K0133,124885.27,Baden-Württemberg
1427,57,75502,1.0,61,K0616,112788.96,Baden-Württemberg
1428,52,50014,1.0,38,K0788,86755.55,Berlin
1429,48,31841,1.0,28,K0186,58334.15,Brandenburg
1430,55,54161,1.0,36,K0042,104859.86,Nordrhein-Westfalen
1431,56,74257,0.0,49,K0109,110427.22,Baden-Württemberg
1432,62,60595,0.0,36,K0712,101207.94,Sachsen
1433,67,89170,1.0,76,K1093,123408.48,Hamburg
1434,42,45845,1.0,42,K0875,97820.78,Baden-Württemberg
1435,68,89120,0.0,55,K0484,135200.0,Berlin
1436,33,49726,1.0,41,K0469,71847.89,Thüringen
1437,51,50677,0.0,34,K0025,83785.2,Niedersachsen
1438,55,66128,0.0,43,K0924,117054.79,Berlin
1439,51,68102,1.0,52,K0910,101089.53,Nordrhein-Westfalen
1440,53,80451,1.0,58,K0895,112949.61,Hamburg
1441,30,30285,1.0,22,K0908,49774.03,Nordrhein-Westfalen
1442,33,45996,1.0,29,K0367,70449.86,Brandenburg
1443,66,78982,1.0,45,K0794,116107.59,Bayern
1444,38,33666,1.0,13,K0384,50494.07,Nordrhein-Westfalen
1445,60,70713,0.0,48,K0455,93794.62,Brandenburg
1446,64,79102,1.0,54,K0265,120716.52,Nordrhein-Westfalen
1447,43,56035,1.0,51,K0781,83116.94,Bayern
1448,70,90512,1.0,56,K0818,133444.42,Bayern
1449,66,82404,0.0,55,K0445,113241.16,Nordrhein-Westfalen
1450,51,62402,1.0,55,K0396,106473.29,Nordrhein-Westfalen
1451,46,62212,1.0,42,K0177,81404.44,Nordrhein-Westfalen
1452,59,72303,0.0,44,K0019,101687.09,Bayern
1453,44,44135,1.0,50,K0595,90278.48,Sachsen
1454,49,62203,1.0,43,K0724,85122.57,Hessen
1455,65,65989,1.0,44,K0062,102710.38,Nordrhein-Westfalen
1456,50,59828,0.0,46,K0273,87813.11,Baden-Württemberg
1457,38,47762,1.0,39,K1037,72194.21,Thüringen
1458,62,56784,0.0,38,K0279,80874.62,Niedersachsen
1459,59,64556,1.0,52,K0707,115909.26,Bayern
1460,61,72628,0.0,43,K0369,107586.29,Niedersachsen
1461,32,26860,0.0,26,K0744,37058.29,Berlin
1462,44,49072,1.0,43,K0978,68862.67,Bayern
1463,35,48297,1.0,37,K0823,62369.93,Baden-Württemberg
1464,48,60494,1.0,39,K0548,85749.76,Nordrhein-Westfalen
1465,37,41869,1.0,29,K0737,62593.9,Bayern
1466,30,45604,1.0,35,K0756,69872.12,Bayern
1467,64,74222,1.0,50,K0457,108488.51,Bayern
1468,68,72078,1.0,51,K0394,93935.85,Baden-Württemberg
1469,59,65278,1.0,42,K0831,91121.52,Nordrhein-Westfalen
1470,47,46708,1.0,31,K1006,70719.18,Nordrhein-Westfalen
1471,48,47062,0.0,34,K0376,79825.38,Baden-Württemberg
1472,55,66738,1.0,52,K0413,120215.5,Düsseldorf
1473,54,56229,0.0,40,K0075,97038.57,Nordrhein-Westfalen
1474,69,76330,1.0,47,K1033,120784.01,Sachsen
1475,42,53660,1.0,37,K0501,77862.18,Bayern
1476,30,31727,0.0,20,K0674,62658.18,Berlin
1477,32,42406,1.0,39,K0115,45125.2,Nordrhein-Westfalen
1478,59,64816,1.0,54,K0418,102801.02,Baden-Württemberg
1479,64,83452,1,62,K0090,133180.7,Niedersachsen
1480,53,77106,1.0,51,K1057,111716.45,Nordrhein-Westfalen
1481,54,43162,1.0,34,K0499,81298.0,Niedersachsen
1482,45,42110,1.0,33,K0733,67204.52,Baden-Württemberg
1483,33,27264,1.0,15,K0740,49485.54,Brandenburg
1484,65,73235,0.0,40,K0012,115599.05,Baden-Württemberg
1485,58,70268,1.0,48,K0397,103403.43,Nordrhein-Westfalen
1486,39,35011,0.0,32,K0668,57408.01,Sachsen
1487,69,61320,1.0,50,K0946,113385.31,Hessen
1488,31,26047,1.0,24,K0043,63491.25,Baden-Württemberg
1489,61,76325,1.0,45,K0168,116425.9,Sachsen
1490,62,84673,1.0,57,K0417,118973.65,Brandenburg
1491,57,77726,0.0,56,K0577,125762.16,Thüringen
1492,63,80199,0.0,70,K0904,138366.29,Baden-Württemberg
1493,48,77759,0.0,42,K0427,130352.49,Baden-Württemberg
1494,58,63366,1.0,49,K0545,104762.36,Baden-Württemberg
1495,44,62396,0.0,43,K1034,94641.94,Niedersachsen
1496,45,45825,1.0,42,K1084,80681.1,Baden-Württemberg
1497,35,35242,1.0,34,K0844,63070.96,Baden-Württemberg
1498,54,72410,1.0,53,K0741,117491.52,Sachsen
1499,54,49596,0.0,40,K0258,68169.84,Hamburg
1500,55,50959,1.0,46,K0336,88240.21,Niedersachsen
1501,51,47883,1.0,45,K0016,90273.18,Berlin
1502,70,89117,0.0,63,K0758,128700.13,Baden-Württemberg
1503,52,66602,1,45,K0325,98756.07,Bayern
1504,40,56643,0.0,35,K0913,96334.06,Baden-Württemberg
1505,64,92461,1.0,66,K0906,105443.46,Nordrhein-Westfalen
1506,69,83089,1.0,42,K0223,136022.46,Bayern
1507,57,75347,0.0,49,K0180,111539.65,Berlin
